anime_id,name,genre,type,comb
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"comedy, ecchi",special,"comedy, ecchi special"
13357,High School DxD Specials,"comedy, demons, ecchi, harem, romance, school",special,"comedy, demons, ecchi, harem, romance, school special"
10189,Hunter x Hunter Pilot,"action, adventure, shounen, super power",ova,"action, adventure, shounen, super power ova"
19619,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,"fantasy, magic, school, shoujo",special,"fantasy, magic, school, shoujo special"
15735,Jormungand: Perfect Order - First Stage Soushuuhen,"action, adventure, seinen",special,"action, adventure, seinen special"
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",comedy,movie,comedy movie
21863,Mangaka-san to Assistant-san to The Animation,"comedy, ecchi, harem, seinen, slice of life",tv,"comedy, ecchi, harem, seinen, slice of life tv"
24475,Mangaka-san to Assistant-san to The Animation Specials,"comedy, ecchi, harem, seinen, slice of life",special,"comedy, ecchi, harem, seinen, slice of life special"
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,"action, mecha",ova,"action, mecha ova"
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,"drama, mecha, military, sci-fi, space",movie,"drama, mecha, military, sci-fi, space movie"
8857,Nichijou: Nichijou no 0-wa,"comedy, school, slice of life",ova,"comedy, school, slice of life ova"
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"adventure, comedy, fantasy, shounen",special,"adventure, comedy, fantasy, shounen special"
9888,Shinryaku! Ika Musume Specials,comedy,special,comedy special
4028,Slayers Revolution,"adventure, comedy, fantasy",tv,"adventure, comedy, fantasy tv"
1965,Sola,"drama, romance, slice of life, supernatural",tv,"drama, romance, slice of life, supernatural tv"
8934,Star Driver: Kagayaki no Takuto,"action, mecha, romance, shounen",tv,"action, mecha, romance, shounen tv"
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"comedy, drama, romance, school, slice of life",movie,"comedy, drama, romance, school, slice of life movie"
10321,Uta no☆Prince-sama♪ Maji Love 1000%,"comedy, harem, music, romance, school, shoujo",tv,"comedy, harem, music, romance, school, shoujo tv"
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,"comedy, harem, music, romance, shoujo",tv,"comedy, harem, music, romance, shoujo tv"
20359,Yamada-kun to 7-nin no Majo,"comedy, school, shounen, supernatural",ona,"comedy, school, shounen, supernatural ona"
975,Yokohama Kaidashi Kikou,"sci-fi, seinen, slice of life",ova,"sci-fi, seinen, slice of life ova"
9332,.hack//Quantum,"action, adventure, fantasy, game, sci-fi",ova,"action, adventure, fantasy, game, sci-fi ova"
1347,Bubblegum Crisis,"adventure, mecha, sci-fi, shounen",ova,"adventure, mecha, sci-fi, shounen ova"
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"comedy, ecchi, fantasy, harem, magic, romance",tv,"comedy, ecchi, fantasy, harem, magic, romance tv"
3087,Cencoroll,"action, sci-fi",movie,"action, sci-fi movie"
2383,Cybersix,"action, adventure, romance, sci-fi",tv,"action, adventure, romance, sci-fi tv"
1678,Cyborg 009: The Cyborg Soldier,"action, adventure, mecha, sci-fi, shounen",tv,"action, adventure, mecha, sci-fi, shounen tv"
17917,Danball Senki Wars,"action, kids, mecha",tv,"action, kids, mecha tv"
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,"adventure, comedy, fantasy, sci-fi, shounen",movie,"adventure, comedy, fantasy, sci-fi, shounen movie"
23539,Gudetama,"comedy, kids",tv,"comedy, kids tv"
16700,Higurashi no Naku Koro ni Kaku: Outbreak,"horror, mystery, psychological, thriller",ova,"horror, mystery, psychological, thriller ova"
14765,Ixion Saga DT,"action, comedy, fantasy",tv,"action, comedy, fantasy tv"
16035,Karneval (TV),"action, fantasy, mystery, sci-fi, shoujo",tv,"action, fantasy, mystery, sci-fi, shoujo tv"
31780,Kimi no Kokoro wa Kagayaiteru kai?,music,music,music music
15379,Kotoura-san,"comedy, drama, romance, school",tv,"comedy, drama, romance, school tv"
32871,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,"comedy, shounen, sports",movie,"comedy, shounen, sports movie"
3577,Kyouran Kazoku Nikki,"comedy, sci-fi",tv,"comedy, sci-fi tv"
1013,Le Chevalier D&#039;Eon,"historical, magic, mystery, seinen, supernatural",tv,"historical, magic, mystery, seinen, supernatural tv"
190,Love Hina Again,"comedy, drama, ecchi, romance, shounen",ova,"comedy, drama, ecchi, romance, shounen ova"
963,"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;","drama, romance, slice of life",special,"drama, romance, slice of life special"
1609,Mai-Otome Zwei,"action, magic",ova,"action, magic ova"
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,comedy,tv,comedy tv
8424,MM!,"comedy, ecchi, harem, school",tv,"comedy, ecchi, harem, school tv"
94,Mobile Suit Gundam Seed Destiny,"action, drama, mecha, military, romance, sci-fi, space",tv,"action, drama, mecha, military, romance, sci-fi, space tv"
13585,Natsuyuki Rendezvous,"drama, josei, romance, supernatural",tv,"drama, josei, romance, supernatural tv"
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"adventure, comedy, fantasy, shounen",special,"adventure, comedy, fantasy, shounen special"
31918,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,"comedy, parody, shounen",special,"comedy, parody, shounen special"
9893,Suite Precure♪,"action, fantasy, magic, shoujo",tv,"action, fantasy, magic, shoujo tv"
16868,Sukitte Ii na yo.: Dareka ga,"romance, school, shoujo",ova,"romance, school, shoujo ova"
6758,Tatakau Shisho: The Book of Bantorra,"action, fantasy, seinen, super power",tv,"action, fantasy, seinen, super power tv"
415,Tonari no Yamada-kun,"comedy, slice of life",movie,"comedy, slice of life movie"
7,Witch Hunter Robin,"action, drama, magic, mystery, police, supernatural",tv,"action, drama, magic, mystery, police, supernatural tv"
976,Yokohama Kaidashi Kikou: Quiet Country Cafe,"sci-fi, seinen, slice of life",ova,"sci-fi, seinen, slice of life ova"
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,"action, comedy, shounen, supernatural",ova,"action, comedy, shounen, supernatural ova"
30870,Ajin Part 3: Shougeki,"action, horror, mystery, seinen, supernatural",movie,"action, horror, mystery, seinen, supernatural movie"
17901,All Alone With You,"fantasy, music",music,"fantasy, music music"
9925,Amagami SS: Tachibana Miya-hen - Imouto,school,special,school special
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,comedy,special,comedy special
2116,Captain Tsubasa,"action, shounen, sports",tv,"action, shounen, sports tv"
1723,Clannad Movie,"drama, fantasy, romance, school",movie,"drama, fantasy, romance, school movie"
61,D.N.Angel,"action, comedy, fantasy, magic, romance, school, shoujo",tv,"action, comedy, fantasy, magic, romance, school, shoujo tv"
31163,Dimension W,"action, sci-fi, seinen",tv,"action, sci-fi, seinen tv"
3230,Druaga no Tou: The Aegis of Uruk,"adventure, comedy, fantasy",tv,"adventure, comedy, fantasy tv"
2484,Gear Fighter Dendoh,"action, adventure, mecha, school, sci-fi, space",tv,"action, adventure, mecha, school, sci-fi, space tv"
19951,Hunter x Hunter Movie: The Last Mission,"action, adventure, shounen, super power",movie,"action, adventure, shounen, super power movie"
3418,Jungle no Ouja Taa-chan,"action, comedy, parody",tv,"action, comedy, parody tv"
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"adventure, drama, historical, slice of life",tv,"adventure, drama, historical, slice of life tv"
3229,Kimi ga Aruji de Shitsuji ga Ore de,"comedy, ecchi, harem, parody, romance",tv,"comedy, ecchi, harem, parody, romance tv"
3245,Kindaichi Shounen no Jikenbo Specials,"mystery, shounen",special,"mystery, shounen special"
3272,Kinnikuman,"adventure, comedy, shounen, sports",tv,"adventure, comedy, shounen, sports tv"
1516,Kirarin☆Revolution,"comedy, drama, romance, shoujo",tv,"comedy, drama, romance, shoujo tv"
32245,Kuromukuro,"action, mecha, sci-fi",tv,"action, mecha, sci-fi tv"
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,"action, adventure, comedy, shounen",special,"action, adventure, comedy, shounen special"
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"drama, mecha, military, sci-fi, space",movie,"drama, mecha, military, sci-fi, space movie"
3467,Nogizaka Haruka no Himitsu,"comedy, romance",tv,"comedy, romance tv"
16468,One Piece: Glorious Island,"action, adventure, comedy, fantasy, shounen, super power",special,"action, adventure, comedy, fantasy, shounen, super power special"
2385,One Piece: Jango no Dance Carnival,"comedy, fantasy, shounen",movie,"comedy, fantasy, shounen movie"
195,Onegai☆Teacher,"comedy, drama, romance, school, sci-fi",tv,"comedy, drama, romance, school, sci-fi tv"
3887,Ookiku Furikabutte Special,"drama, sports",special,"drama, sports special"
30714,Owari no Seraph: Owaranai Seraph,"comedy, police, shounen, supernatural, vampire",special,"comedy, police, shounen, supernatural, vampire special"
13073,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,"shounen, sports",special,"shounen, sports special"
21073,Puchimas!!: Petit Petit iDOLM@STER,"comedy, slice of life",ona,"comedy, slice of life ona"
25647,Sabagebu! Specials,"action, comedy, military, shoujo",special,"action, comedy, military, shoujo special"
13055,Sankarea OVA,"comedy, ecchi, horror, romance, shounen, supernatural",ova,"comedy, ecchi, horror, romance, shounen, supernatural ova"
24029,Shijou Saikyou no Deshi Kenichi Specials,"action, comedy, martial arts, school, shounen",special,"action, comedy, martial arts, school, shounen special"
28621,Subete ga F ni Naru: The Perfect Insider,"mystery, psychological, sci-fi",tv,"mystery, psychological, sci-fi tv"
9241,Super Robot Taisen OG: The Inspector,"action, mecha, sci-fi, space",tv,"action, mecha, sci-fi, space tv"
390,Suzuka,"drama, romance, sports",tv,"drama, romance, sports tv"
21881,Sword Art Online II,"action, adventure, fantasy, game, romance",tv,"action, adventure, fantasy, game, romance tv"
16417,Tamako Market,"comedy, slice of life",tv,"comedy, slice of life tv"
2500,The Cockpit,"historical, military",ova,"historical, military ova"
30901,Utawarerumono: Itsuwari no Kamen,"action, drama, fantasy",tv,"action, drama, fantasy tv"
13677,Ao no Exorcist Movie Special,"comedy, parody",special,"comedy, parody special"
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,"action, comedy, demons, school, shounen, supernatural",special,"action, comedy, demons, school, shounen, supernatural special"
8915,Dantalian no Shoka,"action, historical, mystery, supernatural",tv,"action, historical, mystery, supernatural tv"
2803,Densetsu no Yuusha Da Garn,"mecha, sci-fi, shounen",tv,"mecha, sci-fi, shounen tv"
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"adventure, comedy, fantasy, kids, shounen",movie,"adventure, comedy, fantasy, kids, shounen movie"
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"adventure, comedy, fantasy, kids, shounen",movie,"adventure, comedy, fantasy, kids, shounen movie"
376,Elfen Lied Special,"drama, ecchi, horror, psychological, supernatural",special,"drama, ecchi, horror, psychological, supernatural special"
1126,Figure 17: Tsubasa &amp; Hikaru,"sci-fi, slice of life",tv,"sci-fi, slice of life tv"
1524,Fuujin Monogatari,"drama, fantasy, school, slice of life, supernatural",tv,"drama, fantasy, school, slice of life, supernatural tv"
21635,GJ-bu@,"comedy, school, slice of life",special,"comedy, school, slice of life special"
5658,Great Mazinger,"action, mecha, sci-fi, shounen",tv,"action, mecha, sci-fi, shounen tv"
27945,Gugure! Kokkuri-san Specials,"comedy, romance, shounen, supernatural",special,"comedy, romance, shounen, supernatural special"
958,HeatGuy J,"action, adventure, mecha, police, sci-fi",tv,"action, adventure, mecha, police, sci-fi tv"
4550,Hyakko,"comedy, school, slice of life",tv,"comedy, school, slice of life tv"
25159,Inou-Battle wa Nichijou-kei no Naka de,"comedy, romance, school, slice of life, supernatural",tv,"comedy, romance, school, slice of life, supernatural tv"
3223,Kiddy Grade: Truth Dawn,"action, mecha, sci-fi, super power",movie,"action, mecha, sci-fi, super power movie"
634,Koi Kaze,"drama, psychological, romance, seinen",tv,"drama, psychological, romance, seinen tv"
33074,Lupin III (2015) Specials,"action, adventure, comedy, shounen",special,"action, adventure, comedy, shounen special"
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,"action, adventure, comedy, mystery, shounen",special,"action, adventure, comedy, mystery, shounen special"
28013,Macross Δ,"action, mecha, military, music, romance, sci-fi, space",tv,"action, mecha, military, music, romance, sci-fi, space tv"
18391,Mini Van,"comedy, game, parody, slice of life",tv,"comedy, game, parody, slice of life tv"
2736,Mojakou,"comedy, fantasy, sci-fi",tv,"comedy, fantasy, sci-fi tv"
11033,"Natsu-iro Egao de 1, 2, Jump!",music,music,music music
19653,Neppuu Kairiku Bushi Road,"action, fantasy, mecha, sci-fi",special,"action, fantasy, mecha, sci-fi special"
9999,One Piece 3D: Mugiwara Chase,"action, adventure, comedy, fantasy, shounen",movie,"action, adventure, comedy, fantasy, shounen movie"
8171,One Piece Recap,"action, adventure, comedy, fantasy, shounen, super power",ova,"action, adventure, comedy, fantasy, shounen, super power ova"
2386,One Piece: Yume no Soccer Ou!,"comedy, fantasy, shounen, sports",movie,"comedy, fantasy, shounen, sports movie"
107,Ou Dorobou Jing,"adventure, comedy, fantasy, sci-fi, shounen",tv,"adventure, comedy, fantasy, sci-fi, shounen tv"
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"action, adventure, comedy, drama, fantasy, kids",movie,"action, adventure, comedy, drama, fantasy, kids movie"
2361,Sei Juushi Bismarck,"action, mecha, sci-fi, space",tv,"action, mecha, sci-fi, space tv"
28495,Sidonia no Kishi Movie,"action, mecha, sci-fi, seinen, space",movie,"action, mecha, sci-fi, seinen, space movie"
173,Tactics,"comedy, drama, fantasy, mystery, shounen, super power",tv,"comedy, drama, fantasy, mystery, shounen, super power tv"
1303,The Animatrix,"action, drama, sci-fi",ova,"action, drama, sci-fi ova"
3455,To LOVE-Ru,"comedy, ecchi, harem, romance, school, sci-fi",tv,"comedy, ecchi, harem, romance, school, sci-fi tv"
4896,Umineko no Naku Koro ni,"horror, mystery, psychological, supernatural",tv,"horror, mystery, psychological, supernatural tv"
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"action, comedy",movie,"action, comedy movie"
1901,11-nin Iru!,"action, adventure, drama, mystery, romance, sci-fi, shoujo, space",movie,"action, adventure, drama, mystery, romance, sci-fi, shoujo, space movie"
32323,Aishen Qiaokeli-ing...,"comedy, harem, romance, school",ona,"comedy, harem, romance, school ona"
12669,Amagami SS+ Plus Specials,romance,special,romance special
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"action, comedy, shounen",special,"action, comedy, shounen special"
1205,Aru Tabibito no Nikki,"adventure, fantasy",ona,"adventure, fantasy ona"
10681,Blood-C: The Last Dark,"action, horror, supernatural, vampire",movie,"action, horror, supernatural, vampire movie"
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"action, mecha, sci-fi",special,"action, mecha, sci-fi special"
24429,Daze,music,music,music music
9379,Denpa Onna to Seishun Otoko,"comedy, sci-fi, seinen, slice of life",tv,"comedy, sci-fi, seinen, slice of life tv"
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,fantasy,movie,fantasy movie
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"adventure, comedy, fantasy, kids, shounen",movie,"adventure, comedy, fantasy, kids, shounen movie"
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"adventure, comedy, fantasy, kids, shounen",movie,"adventure, comedy, fantasy, kids, shounen movie"
893,Dragon Ball Movie 4: Saikyou e no Michi,"action, adventure, comedy, fantasy, sci-fi, shounen, super power",movie,"action, adventure, comedy, fantasy, sci-fi, shounen, super power movie"
1299,Flag,"mecha, military",ona,"mecha, military ona"
29325,Ghost in the Shell: Arise - Alternative Architecture,"mecha, police, psychological, sci-fi",tv,"mecha, police, psychological, sci-fi tv"
24231,Hitsugi no Chaika: Avenging Battle,"action, adventure, comedy, fantasy, romance, shounen",tv,"action, adventure, comedy, fantasy, romance, shounen tv"
15785,Inazuma Eleven Go vs. Danball Senki W Movie,"action, kids, mecha, sports",movie,"action, kids, mecha, sports movie"
469,Karin,"comedy, romance, school, shounen, vampire",tv,"comedy, romance, school, shounen, vampire tv"
3222,Kiddy Grade: Maelstrom,"action, mecha, sci-fi, super power",movie,"action, mecha, sci-fi, super power movie"
11313,Kimi no Iru Machi: Tasogare Kousaten,"drama, romance, school, shounen",ova,"drama, romance, school, shounen ova"
5042,Kiss x Sis,"comedy, ecchi, harem, romance, school, seinen",ova,"comedy, ecchi, harem, romance, school, seinen ova"
837,Kyou no 5 no 2,"comedy, ecchi, school, seinen",ova,"comedy, ecchi, school, seinen ova"
1422,Lupin III: $1 Money Wars,"action, adventure, comedy, shounen",special,"action, adventure, comedy, shounen special"
5084,Mai Mai Shinko to Sennen no Mahou,"adventure, drama",movie,"adventure, drama movie"
7261,Mameshiba,comedy,special,comedy special
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"action, mecha, sci-fi",special,"action, mecha, sci-fi special"
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"kids, magic, shoujo",movie,"kids, magic, shoujo movie"
4879,Mouryou no Hako,"mystery, seinen, supernatural, thriller",tv,"mystery, seinen, supernatural, thriller tv"
1168,Musekinin Kanchou Tylor OVA,"adventure, comedy, drama, military, sci-fi, space",ova,"adventure, comedy, drama, military, sci-fi, space ova"
20877,Music S.T.A.R.T!!,music,music,music music
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"action, adventure, comedy, fantasy, shounen, super power",movie,"action, adventure, comedy, fantasy, shounen, super power movie"
11019,Pokemon 3D Adventure: Mew wo Sagase!,"adventure, comedy, fantasy, kids",movie,"adventure, comedy, fantasy, kids movie"
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"drama, romance, sports",tv,"drama, romance, sports tv"
22865,Rokujouma no Shinryakusha!? (TV),"comedy, harem, romance, school, supernatural",tv,"comedy, harem, romance, school, supernatural tv"
21561,Ryuugajou Nanana no Maizoukin (TV),"comedy, supernatural",tv,"comedy, supernatural tv"
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"adventure, sci-fi",movie,"adventure, sci-fi movie"
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"action, drama, military, sci-fi, space",movie,"action, drama, military, sci-fi, space movie"
3956,Shakugan no Shana II (Second) Specials,"comedy, parody",special,"comedy, parody special"
100,Shin Shirayuki-hime Densetsu Prétear,"comedy, drama, fantasy, magic, romance, shoujo, super power",tv,"comedy, drama, fantasy, magic, romance, shoujo, super power tv"
5504,Shinkyoku Soukai Polyphonica Crimson S,"drama, fantasy, music, romance, school",tv,"drama, fantasy, music, romance, school tv"
12191,Smile Precure!,"action, fantasy, magic, shoujo",tv,"action, fantasy, magic, shoujo tv"
1652,Uchuu Senkan Yamato III,"action, adventure, drama, military, sci-fi, space",tv,"action, adventure, drama, military, sci-fi, space tv"
180,Vandread,"action, ecchi, mecha, sci-fi, shounen, space",tv,"action, ecchi, mecha, sci-fi, shounen, space tv"
3269,.hack//G.U. Trilogy,"action, fantasy, game, sci-fi",movie,"action, fantasy, game, sci-fi movie"
11375,.hack//The Movie: Sekai no Mukou ni,"action, adventure, fantasy, game, magic, mystery, sci-fi",movie,"action, adventure, fantasy, game, magic, mystery, sci-fi movie"
13939,Accel World EX,"action, game, romance, school, sci-fi",ova,"action, game, romance, school, sci-fi ova"
10447,Aquarion Evol,"action, comedy, drama, fantasy, mecha, romance, sci-fi",tv,"action, comedy, drama, fantasy, mecha, romance, sci-fi tv"
2920,Ashita no Joe (Movie),"action, drama, sports",movie,"action, drama, sports movie"
15711,Bakuman.: Deraman.,"comedy, school, shounen",special,"comedy, school, shounen special"
15687,Chuunibyou demo Koi ga Shitai! Lite,"comedy, school",ona,"comedy, school ona"
1683,Di Gi Charat Nyo,"comedy, fantasy, sci-fi",tv,"comedy, fantasy, sci-fi tv"
11783,Dog Days&#039;,"action, adventure, fantasy, magic",tv,"action, adventure, fantasy, magic tv"
2671,Doraemon Movie 03: Nobita no Daimakyou,adventure,movie,adventure movie
2030,El Cazador de la Bruja,"adventure, drama, mystery",tv,"adventure, drama, mystery tv"
2624,"Flanders no Inu, Boku no Patrasche","drama, historical",tv,"drama, historical tv"
1886,Fushigiboshi no☆Futagohime Gyu!,"comedy, magic, shoujo",tv,"comedy, magic, shoujo tv"
31737,Gakusen Toshi Asterisk 2nd Season,"comedy, ecchi, fantasy, harem, romance, school, sci-fi, supernatural",tv,"comedy, ecchi, fantasy, harem, romance, school, sci-fi, supernatural tv"
32071,Gantz:O,"action, drama, ecchi, horror, psychological, sci-fi, seinen, supernatural",movie,"action, drama, ecchi, horror, psychological, sci-fi, seinen, supernatural movie"
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,"drama, shoujo",ova,"drama, shoujo ova"
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"comedy, mystery",special,"comedy, mystery special"
10507,Inazuma Eleven Go,"shounen, sports, super power",tv,"shounen, sports, super power tv"
16774,Inferno Cop,"action, police",ona,"action, police ona"
28387,Joukamachi no Dandelion,"comedy, seinen, slice of life, super power",tv,"comedy, seinen, slice of life, super power tv"
21563,Kamigami no Asobi,"fantasy, harem, romance, shoujo, supernatural",tv,"fantasy, harem, romance, shoujo, supernatural tv"
52,Kidou Tenshi Angelic Layer,"comedy, drama, sci-fi, shounen, sports",tv,"comedy, drama, sci-fi, shounen, sports tv"
4195,Kodomo no Jikan: Ni Gakki,"comedy, ecchi, school",ova,"comedy, ecchi, school ova"
6163,Kuroshitsuji Recap,"action, demons, fantasy, shounen, supernatural",special,"action, demons, fantasy, shounen, supernatural special"
6016,Kyoushoku Soukou Guyver (1989),"action, horror, sci-fi, super power",ova,"action, horror, sci-fi, super power ova"
3247,Love Hina Final Selection,"comedy, ecchi, harem, romance",ova,"comedy, ecchi, harem, romance ova"
1416,Lupin III: Dead or Alive,"action, adventure, comedy, shounen",movie,"action, adventure, comedy, shounen movie"
12637,Mo Gyutto Love de Sekkinchuu!,music,music,music music
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"ecchi, mystery, romance, seinen",ova,"ecchi, mystery, romance, seinen ova"
351,Ojamajo Doremi Sharp,"comedy, magic, shoujo",tv,"comedy, magic, shoujo tv"
12001,One Piece 3D: Gekisou! Trap Coaster,"action, adventure, comedy, fantasy, shounen",movie,"action, adventure, comedy, fantasy, shounen movie"
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"comedy, harem, romance, school",tv,"comedy, harem, romance, school tv"
9981,Phi Brain: Kami no Puzzle,"action, game, mystery, shounen",tv,"action, game, mystery, shounen tv"
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,"adventure, comedy, drama, fantasy, kids",movie,"adventure, comedy, drama, fantasy, kids movie"
1191,Saber Marionette J Again,"action, comedy, harem, mecha, romance, sci-fi",ova,"action, comedy, harem, mecha, romance, sci-fi ova"
1124,Seikai no Danshou: Tanjou,"military, romance, sci-fi, space",special,"military, romance, sci-fi, space special"
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"action, historical, martial arts, samurai",special,"action, historical, martial arts, samurai special"
866,Slayers Premium,"adventure, comedy, fantasy, magic, shounen",movie,"adventure, comedy, fantasy, magic, shounen movie"
2583,Soukou Kihei Votoms: The Last Red Shoulder,"action, drama, mecha, military, sci-fi",ova,"action, drama, mecha, military, sci-fi ova"
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,"action, drama, mecha, military, sci-fi",special,"action, drama, mecha, military, sci-fi special"
10232,Tamayura: Hitotose,"comedy, drama, slice of life",tv,"comedy, drama, slice of life tv"
14835,The iDOLM@STER Shiny Festa,"comedy, drama, music",ova,"comedy, drama, music ova"
30740,Young Black Jack,"drama, historical, seinen",tv,"drama, historical, seinen tv"
18441,Blood Lad: Wagahai wa Neko de wa Nai,"action, comedy, demons, seinen, supernatural, vampire",ova,"action, comedy, demons, seinen, supernatural, vampire ova"
33929,Boku no Hero Academia: Jump Festa 2016 Special,"action, comedy, school, shounen, super power",special,"action, comedy, school, shounen, super power special"
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"adventure, comedy, mystery, police, shounen",ova,"adventure, comedy, mystery, police, shounen ova"
27825,Dragon Nest: Warriors&#039; Dawn,"action, adventure, fantasy, magic",movie,"action, adventure, fantasy, magic movie"
3218,Gensoumaden Saiyuuki OVA,"adventure, shounen, supernatural",ova,"adventure, shounen, supernatural ova"
1335,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,"comedy, mecha, sci-fi",special,"comedy, mecha, sci-fi special"
915,Ginga Densetsu Weed,"adventure, drama, shounen",tv,"adventure, drama, shounen tv"
2987,Ginga Hyouryuu Vifam,"action, adventure, mecha, sci-fi",tv,"action, adventure, mecha, sci-fi tv"
15617,Jinrui wa Suitai Shimashita Specials,"comedy, fantasy, seinen",special,"comedy, fantasy, seinen special"
3010,Kaiketsu Zorro,"adventure, historical, shounen",tv,"adventure, historical, shounen tv"
16668,Kakumeiki Valvrave,"action, mecha, space",tv,"action, mecha, space tv"
274,Kiddy Grade,"action, ecchi, mecha, sci-fi, super power",tv,"action, ecchi, mecha, sci-fi, super power tv"
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"adventure, comedy, romance",special,"adventure, comedy, romance special"
32543,Lu Shidai 2nd Season,"action, adventure, comedy, game, parody",ona,"action, adventure, comedy, game, parody ona"
1429,Lupin III: Nusumareta Lupin,"action, adventure, comedy, shounen",special,"action, adventure, comedy, shounen special"
2818,Madou King Granzort,"action, comedy, fantasy, magic, mecha, sci-fi, shounen",tv,"action, comedy, fantasy, magic, mecha, sci-fi, shounen tv"
333,Mama wa Shougaku 4 Nensei,"comedy, drama, sci-fi",tv,"comedy, drama, sci-fi tv"
6262,Manga Sekai Mukashibanashi,"adventure, drama, fantasy, historical",tv,"adventure, drama, fantasy, historical tv"
3437,Mister Ajikko,"comedy, shounen",tv,"comedy, shounen tv"
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,"comedy, sports",special,"comedy, sports special"
1835,Ryuusei no Rockman,"action, game, sci-fi, shounen",tv,"action, game, sci-fi, shounen tv"
529,Saishuu Heiki Kanojo,"drama, romance, school, sci-fi",tv,"drama, romance, school, sci-fi tv"
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"drama, fantasy, romance",movie,"drama, fantasy, romance movie"
79,Shuffle!,"comedy, drama, ecchi, fantasy, harem, magic, romance, school, seinen",tv,"comedy, drama, ecchi, fantasy, harem, magic, romance, school, seinen tv"
3594,Tears to Tiara,"action, adventure, fantasy, magic",tv,"action, adventure, fantasy, magic tv"
1860,Tokyo Majin Gakuen Kenpucho: Tou,"action, drama, fantasy, horror, martial arts, school, supernatural",tv,"action, drama, fantasy, horror, martial arts, school, supernatural tv"
201,Video Girl Ai,"comedy, drama, ecchi, romance",ova,"comedy, drama, ecchi, romance ova"
3322,Wagaya no Oinari-sama.,"adventure, fantasy, shounen, supernatural",tv,"adventure, fantasy, shounen, supernatural tv"
3043,Andersen Douwa: Ningyohime,"fantasy, romance, shoujo",movie,"fantasy, romance, shoujo movie"
2333,Anime Sanjuushi,"adventure, drama, historical, romance",tv,"adventure, drama, historical, romance tv"
